alias,categories,coordinates,display_phone,distance,id,image_url,is_closed,location,name,phone,price,rating,review_count,transactions,url
rosa-mexicano-new-york-6,"[{'alias': 'mexican', 'title': 'Mexican'}]","{'latitude': 40.771085, 'longitude': -73.982776}",(212) 977-7700,4.221561087688155,DFRpXRHjOHBxYHiuvwaEQQ,https://s3-media3.fl.yelpcdn.com/bphoto/Q4CgGMy5QuqHxd7j4zvHog/o.jpg,False,"{'address1': '61 Columbus Ave', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10023', 'country': 'US', 'state': 'NY', 'display_address': ['61 Columbus Ave', 'New York, NY 10023']}",Rosa Mexicano,+12129777700,$$$,3.5,1117,"['delivery', 'pickup']",https://www.yelp.com/biz/rosa-mexicano-new-york-6?adjust_creative=fhlzrhvkh8eY1FKkynuFQw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=fhlzrhvkh8eY1FKkynuFQw
abc-cocina-new-york,"[{'alias': 'tapasmallplates', 'title': 'Tapas/Small Plates'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'spanish', 'title': 'Spanish'}]","{'latitude': 40.7379699846239, 'longitude': -73.9892806964011}",(212) 677-2233,6.259987562452211,9z2lUyfzZV8b2rkkiwSM4g,https://s3-media2.fl.yelpcdn.com/bphoto/noQBG75BIW_V3Fxcrct2Cw/o.jpg,False,"{'address1': '38 E 19th St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10003', 'country': 'US', 'state': 'NY', 'display_address': ['38 E 19th St', 'New York, NY 10003']}",ABC Cocina,+12126772233,$$$,4.0,842,[],https://www.yelp.com/biz/abc-cocina-new-york?adjust_creative=fhlzrhvkh8eY1FKkynuFQw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=fhlzrhvkh8eY1FKkynuFQw
gallaghers-steakhouse-new-york,"[{'alias': 'steak', 'title': 'Steakhouses'}, {'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]","{'latitude': 40.762876, 'longitude': -73.983837}",(212) 586-5000,2.347331387419506,hk3ohp_A4L4UgWTexDxf_Q,https://s3-media1.fl.yelpcdn.com/bphoto/5Vq76A_SH0pHQdR3F6tvpw/o.jpg,False,"{'address1': '228 W 52nd St', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10019', 'country': 'US', 'state': 'NY', 'display_address': ['228 W 52nd St', 'New York, NY 10019']}",Gallaghers Steakhouse,+12125865000,$$$,4.0,986,[],https://www.yelp.com/biz/gallaghers-steakhouse-new-york?adjust_creative=fhlzrhvkh8eY1FKkynuFQw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=fhlzrhvkh8eY1FKkynuFQw
boulud-sud-new-york,"[{'alias': 'mediterranean', 'title': 'Mediterranean'}]","{'latitude': 40.7718614234522, 'longitude': -73.9816256082283}",(212) 595-1313,45.541323106779544,RqCMsa0IuHWhML0BEjW8_w,https://s3-media4.fl.yelpcdn.com/bphoto/phydweEfRCjGFXsOoX8WTg/o.jpg,False,"{'address1': '20 West 64th Street', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10023', 'country': 'US', 'state': 'NY', 'display_address': ['20 West 64th Street', 'New York, NY 10023']}",Boulud Sud,+12125951313,$$$,4.0,684,[],https://www.yelp.com/biz/boulud-sud-new-york?adjust_creative=fhlzrhvkh8eY1FKkynuFQw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=fhlzrhvkh8eY1FKkynuFQw
nougatine-at-jean-georges-new-york-3,"[{'alias': 'french', 'title': 'French'}, {'alias': 'asianfusion', 'title': 'Asian Fusion'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]","{'latitude': 40.76891, 'longitude': -73.98176}",(212) 299-3900,8.685668564667344,xEDD2ScBU3jHhWxlMC7dkQ,https://s3-media1.fl.yelpcdn.com/bphoto/r5LAi4iXH6rUEAc6FU7LwA/o.jpg,False,"{'address1': '1 Central Park W', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10023', 'country': 'US', 'state': 'NY', 'display_address': ['1 Central Park W', 'New York, NY 10023']}",Nougatine at Jean-Georges,+12122993900,$$$,4.0,1072,[],https://www.yelp.com/biz/nougatine-at-jean-georges-new-york-3?adjust_creative=fhlzrhvkh8eY1FKkynuFQw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=fhlzrhvkh8eY1FKkynuFQw
sarabeths-new-york-10,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]","{'latitude': 40.7651603703266, 'longitude': -73.9755199656067}",(212) 826-5959,6.74207637267966,-u02f3nAME2AcjDwioLWsw,https://s3-media3.fl.yelpcdn.com/bphoto/qGN1HN0cg3KeAPOiOY29OQ/o.jpg,False,"{'address1': '40 Central Park S', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10019', 'country': 'US', 'state': 'NY', 'display_address': ['40 Central Park S', 'New York, NY 10019']}",Sarabeth's,+12128265959,$$,3.5,1705,"['delivery', 'pickup']",https://www.yelp.com/biz/sarabeths-new-york-10?adjust_creative=fhlzrhvkh8eY1FKkynuFQw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=fhlzrhvkh8eY1FKkynuFQw
tao-downtown-new-york-2,"[{'alias': 'lounges', 'title': 'Lounges'}]","{'latitude': 40.7426141, 'longitude': -74.0042051}",(212) 888-2724,25.605859089417145,pBIvJHn65iqlUh1L2tN-qg,https://s3-media3.fl.yelpcdn.com/bphoto/JWFPhO1Lhb9IvPSo7eIWOA/o.jpg,False,"{'address1': '92 9th Ave', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10011', 'country': 'US', 'state': 'NY', 'display_address': ['92 9th Ave', 'New York, NY 10011']}",TAO Downtown,+12128882724,$$$,3.5,1261,"['delivery', 'pickup']",https://www.yelp.com/biz/tao-downtown-new-york-2?adjust_creative=fhlzrhvkh8eY1FKkynuFQw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=fhlzrhvkh8eY1FKkynuFQw
ilili-new-york-2,"[{'alias': 'mediterranean', 'title': 'Mediterranean'}, {'alias': 'lebanese', 'title': 'Lebanese'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]","{'latitude': 40.74435, 'longitude': -73.98778}",(212) 683-2929,12.515714162522023,B55Ocx5RBWxo6AGSucYSIA,https://s3-media2.fl.yelpcdn.com/bphoto/ReJfm8A_pE-eK9NSnyHfcg/o.jpg,False,"{'address1': '236 5th Ave', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10001', 'country': 'US', 'state': 'NY', 'display_address': ['236 5th Ave', 'New York, NY 10001']}",ilili,+12126832929,$$$,4.0,2251,"['delivery', 'pickup']",https://www.yelp.com/biz/ilili-new-york-2?adjust_creative=fhlzrhvkh8eY1FKkynuFQw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=fhlzrhvkh8eY1FKkynuFQw
scarpetta-new-york,"[{'alias': 'italian', 'title': 'Italian'}]","{'latitude': 40.744509, 'longitude': -73.9856}",(212) 691-0555,15.894854226847395,raqwXUBlnc0e8c7CYmxEJQ,https://s3-media1.fl.yelpcdn.com/bphoto/MuSpWrm8AmcalPlKf9gBQg/o.jpg,False,"{'address1': '88 Madison Ave', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10016', 'country': 'US', 'state': 'NY', 'display_address': ['88 Madison Ave', 'New York, NY 10016']}",Scarpetta,+12126910555,$$$,4.0,1785,[],https://www.yelp.com/biz/scarpetta-new-york?adjust_creative=fhlzrhvkh8eY1FKkynuFQw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=fhlzrhvkh8eY1FKkynuFQw
atlantic-grill-new-york-3,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'sushi', 'title': 'Sushi Bars'}]","{'latitude': 40.7720766219859, 'longitude': -73.9814548431266}",(212) 787-4663,3.347931957343212,5UxJoqkdYrUEjArx8YITMw,https://s3-media2.fl.yelpcdn.com/bphoto/gEYHbin-ha29J8qqeoTtzg/o.jpg,False,"{'address1': '49 W 64th St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10023', 'country': 'US', 'state': 'NY', 'display_address': ['49 W 64th St', 'New York, NY 10023']}",Atlantic Grill,+12127874663,$$$,3.5,547,"['delivery', 'pickup']",https://www.yelp.com/biz/atlantic-grill-new-york-3?adjust_creative=fhlzrhvkh8eY1FKkynuFQw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=fhlzrhvkh8eY1FKkynuFQw
empellón-new-york-3,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'desserts', 'title': 'Desserts'}]","{'latitude': 40.75971, 'longitude': -73.97473}",(212) 858-9365,5.240344728278346,WyiTT3VHjzowMnOnUpZ7TQ,https://s3-media3.fl.yelpcdn.com/bphoto/DHvTuE1OhVVmOB2fB2wlhg/o.jpg,False,"{'address1': '510 Madison Ave', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10022', 'country': 'US', 'state': 'NY', 'display_address': ['510 Madison Ave', 'New York, NY 10022']}",Empellón,+12128589365,$$$,4.0,297,"['delivery', 'pickup']",https://www.yelp.com/biz/empell%C3%B3n-new-york-3?adjust_creative=fhlzrhvkh8eY1FKkynuFQw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=fhlzrhvkh8eY1FKkynuFQw
ocean-prime-new-york,"[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'steak', 'title': 'Steakhouses'}, {'alias': 'newamerican', 'title': 'American (New)'}]","{'latitude': 40.76173, 'longitude': -73.98063}",(212) 956-1404,17.748800135317634,3Gz07E5YJjDTJPSuzsAStQ,https://s3-media4.fl.yelpcdn.com/bphoto/wK1gAR89T6E7g-g_dkt3kA/o.jpg,False,"{'address1': '123 W 52nd St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10019', 'country': 'US', 'state': 'NY', 'display_address': ['123 W 52nd St', 'New York, NY 10019']}",Ocean Prime,+12129561404,$$$,4.5,481,[],https://www.yelp.com/biz/ocean-prime-new-york?adjust_creative=fhlzrhvkh8eY1FKkynuFQw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=fhlzrhvkh8eY1FKkynuFQw
sarabeths-west-new-york,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]","{'latitude': 40.78388, 'longitude': -73.97743}",(212) 496-6280,5.763870197875531,vJpfMVBybyEF8p_qXWs0ug,https://s3-media1.fl.yelpcdn.com/bphoto/zMI8fAjVd7GW4W7Is-tLzg/o.jpg,False,"{'address1': '423 Amsterdam Ave', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10024', 'country': 'US', 'state': 'NY', 'display_address': ['423 Amsterdam Ave', 'New York, NY 10024']}",Sarabeth's West,+12124966280,$$,3.5,880,"['delivery', 'pickup']",https://www.yelp.com/biz/sarabeths-west-new-york?adjust_creative=fhlzrhvkh8eY1FKkynuFQw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=fhlzrhvkh8eY1FKkynuFQw
stk-midtown-new-york,"[{'alias': 'steak', 'title': 'Steakhouses'}, {'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]","{'latitude': 40.754758, 'longitude': -73.982807}",(646) 624-2455,10.249194691206117,ryng69yOCoveA68KE6jl-Q,https://s3-media2.fl.yelpcdn.com/bphoto/a4o2cJy5hUS5sno9UE1VkA/o.jpg,False,"{'address1': '1114 Ave of the Americas', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10036', 'country': 'US', 'state': 'NY', 'display_address': ['1114 Ave of the Americas', 'New York, NY 10036']}",STK Midtown,+16466242455,$$$,3.5,846,[],https://www.yelp.com/biz/stk-midtown-new-york?adjust_creative=fhlzrhvkh8eY1FKkynuFQw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=fhlzrhvkh8eY1FKkynuFQw
toloache-50-new-york,"[{'alias': 'mexican', 'title': 'Mexican'}]","{'latitude': 40.762325, 'longitude': -73.9855741}",(212) 581-1818,3.339187003258549,Wx6lMnEh7dCmX-9PQF1Ifw,https://s3-media4.fl.yelpcdn.com/bphoto/m5yGUnpSxMB0KaxgwwXMQA/o.jpg,False,"{'address1': '251 West 50th St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10012', 'country': 'US', 'state': 'NY', 'display_address': ['251 West 50th St', 'New York, NY 10012']}",Toloache 50,+12125811818,$$,4.0,1769,"['pickup', 'restaurant_reservation', 'delivery']",https://www.yelp.com/biz/toloache-50-new-york?adjust_creative=fhlzrhvkh8eY1FKkynuFQw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=fhlzrhvkh8eY1FKkynuFQw
blue-fin-new-york,"[{'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'seafood', 'title': 'Seafood'}]","{'latitude': 40.7593830207211, 'longitude': -73.985327}",(212) 918-1400,18.24120175231476,LevaZe9HJHteg4nSp-pt2g,https://s3-media4.fl.yelpcdn.com/bphoto/IM0u8QDhGm_dzGXPxnwwLg/o.jpg,False,"{'address1': '1567 Broadway', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10036', 'country': 'US', 'state': 'NY', 'display_address': ['1567 Broadway', 'New York, NY 10036']}",Blue Fin,+12129181400,$$$,3.5,946,[],https://www.yelp.com/biz/blue-fin-new-york?adjust_creative=fhlzrhvkh8eY1FKkynuFQw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=fhlzrhvkh8eY1FKkynuFQw
bar-boulud-new-york-2,"[{'alias': 'french', 'title': 'French'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}]","{'latitude': 40.7718443592464, 'longitude': -73.9818808860381}",(212) 595-0303,32.21473732607534,mosd9Voq5Ws6k6Uduii_ww,https://s3-media2.fl.yelpcdn.com/bphoto/cplqFFlPnApLa15t8X76zw/o.jpg,False,"{'address1': '1900 Broadway', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10023', 'country': 'US', 'state': 'NY', 'display_address': ['1900 Broadway', 'New York, NY 10023']}",Bar Boulud,+12125950303,$$$,3.5,819,[],https://www.yelp.com/biz/bar-boulud-new-york-2?adjust_creative=fhlzrhvkh8eY1FKkynuFQw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=fhlzrhvkh8eY1FKkynuFQw
hakkasan-new-york,"[{'alias': 'chinese', 'title': 'Chinese'}]","{'latitude': 40.758619, 'longitude': -73.989961}",(212) 776-1818,20.47477736969047,rEbwps11tIERRkwQrIXQog,https://s3-media4.fl.yelpcdn.com/bphoto/dQLq-Mg9HRkTyg-pl2iJnQ/o.jpg,False,"{'address1': '311 W 43rd St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10036', 'country': 'US', 'state': 'NY', 'display_address': ['311 W 43rd St', 'New York, NY 10036']}",Hakkasan,+12127761818,$$$$,3.5,850,[],https://www.yelp.com/biz/hakkasan-new-york?adjust_creative=fhlzrhvkh8eY1FKkynuFQw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=fhlzrhvkh8eY1FKkynuFQw
lincoln-ristorante-new-york,"[{'alias': 'italian', 'title': 'Italian'}]","{'latitude': 40.773359006218, 'longitude': -73.9835011005249}",(212) 359-6500,12.991810246355769,uDJw4dQiySoNCBoUalW1Ww,https://s3-media3.fl.yelpcdn.com/bphoto/nvhWSHPNsQSBh6_lkTxtyA/o.jpg,False,"{'address1': '142 W 65th St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10023', 'country': 'US', 'state': 'NY', 'display_address': ['142 W 65th St', 'New York, NY 10023']}",Lincoln Ristorante,+12123596500,$$$$,4.0,543,[],https://www.yelp.com/biz/lincoln-ristorante-new-york?adjust_creative=fhlzrhvkh8eY1FKkynuFQw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=fhlzrhvkh8eY1FKkynuFQw
cafe-boulud-new-york-4,"[{'alias': 'french', 'title': 'French'}]","{'latitude': 40.77444, 'longitude': -73.96396}",(212) 772-2600,7.304292115412124,TQEajJ-kahYPOToGZIyyaA,https://s3-media2.fl.yelpcdn.com/bphoto/yl9Bnyaoa6rJzkLQuHR5lQ/o.jpg,False,"{'address1': '20 E 76th St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10021', 'country': 'US', 'state': 'NY', 'display_address': ['20 E 76th St', 'New York, NY 10021']}",Cafe Boulud,+12127722600,$$$$,4.0,672,[],https://www.yelp.com/biz/cafe-boulud-new-york-4?adjust_creative=fhlzrhvkh8eY1FKkynuFQw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=fhlzrhvkh8eY1FKkynuFQw
the-view-restaurant-and-lounge-new-york,"[{'alias': 'lounges', 'title': 'Lounges'}, {'alias': 'newamerican', 'title': 'American (New)'}]","{'latitude': 40.7586, 'longitude': -73.98618}",(212) 704-8900,32.82248774437063,bpOgimL_paWkF1AusXE8cA,https://s3-media3.fl.yelpcdn.com/bphoto/Va5wjqsOlZJZeRfsH3ZSOA/o.jpg,False,"{'address1': '1535 Broadway', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10036', 'country': 'US', 'state': 'NY', 'display_address': ['1535 Broadway', 'New York, NY 10036']}",The View Restaurant & Lounge,+12127048900,$$$$,3.0,995,[],https://www.yelp.com/biz/the-view-restaurant-and-lounge-new-york?adjust_creative=fhlzrhvkh8eY1FKkynuFQw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=fhlzrhvkh8eY1FKkynuFQw
park-avenue-autumn-winter-spring-summer-new-york-3,"[{'alias': 'newamerican', 'title': 'American (New)'}]","{'latitude': 40.7419710606337, 'longitude': -73.9852105826139}",(212) 951-7111,15.939037250287479,2mzyXxnstSPcpDS3u5g_7w,https://s3-media3.fl.yelpcdn.com/bphoto/20UlOQJjS2syEHEpols9oQ/o.jpg,False,"{'address1': '360 Park Ave S', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10010', 'country': 'US', 'state': 'NY', 'display_address': ['360 Park Ave S', 'New York, NY 10010']}",Park Avenue Autumn/Winter/Spring/Summer,+12129517111,$$$,4.0,847,[],https://www.yelp.com/biz/park-avenue-autumn-winter-spring-summer-new-york-3?adjust_creative=fhlzrhvkh8eY1FKkynuFQw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=fhlzrhvkh8eY1FKkynuFQw
